step,time_elapsed,mean_reward,std_reward
695000,6913.74,-0.71,0.713
696000,6925.113,-0.783,0.631
697000,6936.01,-0.823,0.579
698000,6945.973,-0.749,0.671
699000,6956.632,-0.654,0.763
700000,6968.045,-0.707,0.716
701000,6979.035,-0.692,0.73
702000,6989.638,-0.682,0.74
703000,7000.89,-0.797,0.614
704000,7012.069,-0.68,0.74
705000,7022.324,-0.73,0.692
706000,7033.246,-0.668,0.751
707000,7045.064,-0.594,0.811
708000,7055.223,-0.762,0.657
709000,7067.136,-0.678,0.743
710000,7078.406,-0.68,0.741
711000,7088.3,-0.699,0.723
712000,7100.226,-0.696,0.726
713000,7110.16,-0.634,0.78
714000,7121.611,-0.695,0.727
715000,7131.58,-0.797,0.614
716000,7143.402,-0.823,0.58
717000,7154.369,-0.764,0.654
718000,7164.514,-0.788,0.627
719000,7175.885,-0.686,0.735
720000,7185.571,-0.787,0.627
721000,7197.405,-0.763,0.656
722000,7207.539,-0.751,0.67
723000,7218.798,-0.756,0.664
724000,7228.984,-0.675,0.746
725000,7240.187,-0.635,0.779
726000,7249.836,-0.653,0.764
727000,7262.065,-0.808,0.601
728000,7273.147,-0.657,0.761
729000,7282.988,-0.85,0.54
730000,7294.651,-0.597,0.809
731000,7306.537,-0.806,0.603
732000,7316.236,-0.783,0.631
733000,7327.663,-0.704,0.718
734000,7338.993,-0.778,0.638
735000,7349.648,-0.744,0.677
736000,7359.545,-0.704,0.718
737000,7371.214,-0.669,0.751
738000,7380.915,-0.618,0.792
739000,7392.182,-0.672,0.749
740000,7403.733,-0.76,0.659
741000,7415.055,-0.784,0.631
742000,7424.615,-0.828,0.573
743000,7436.417,-0.641,0.775
744000,7446.324,-0.774,0.643
745000,7457.982,-0.663,0.757
746000,7467.739,-0.681,0.74
747000,7479.051,-0.697,0.725
748000,7490.367,-0.795,0.617
749000,7499.863,-0.783,0.631
750000,7511.185,-0.538,0.848
751000,7523.215,-0.715,0.708
752000,7533.027,-0.76,0.659
753000,7543.687,-0.816,0.59
754000,7555.999,-0.751,0.669
755000,7567.345,-0.82,0.584
756000,7577.555,-0.699,0.723
757000,7589.521,-0.761,0.659
758000,7599.986,-0.728,0.695
759000,7610.19,-0.78,0.637
760000,7621.762,-0.597,0.808
761000,7632.172,-0.72,0.703
762000,7642.167,-0.699,0.723
763000,7653.775,-0.628,0.785
764000,7665.415,-0.797,0.614
765000,7675.925,-0.747,0.675
766000,7687.865,-0.693,0.729
767000,7697.861,-0.692,0.73
768000,7709.763,-0.77,0.648
769000,7721.92,-0.774,0.643
770000,7732.697,-0.669,0.751
771000,7743.34,-0.712,0.71
772000,7752.529,-0.651,0.766
773000,7763.673,-0.731,0.692
774000,7772.763,-0.852,0.536
775000,7783.448,-0.684,0.737
776000,7793.268,-0.828,0.571
777000,7804.532,-0.715,0.708
778000,7813.249,-0.749,0.672
779000,7823.761,-0.772,0.644
780000,7834.11,-0.677,0.743
781000,7845.279,-0.699,0.723
782000,7855.006,-0.685,0.737
783000,7864.05,-0.672,0.748
784000,7875.069,-0.695,0.727
785000,7885.08,-0.726,0.695
786000,7894.747,-0.733,0.688
787000,7905.493,-0.643,0.773
788000,7916.27,-0.747,0.674
789000,7926.958,-0.583,0.819
790000,7937.309,-0.719,0.703
791000,7946.612,-0.709,0.713
792000,7957.197,-0.68,0.741
793000,7967.737,-0.762,0.656
794000,7977.915,-0.726,0.696
795000,7987.337,-0.72,0.703
796000,7997.852,-0.726,0.695
797000,8009.042,-0.837,0.559
798000,8020.358,-0.697,0.724
799000,8032.116,-0.831,0.569
800000,8041.719,-0.813,0.593
801000,8053.273,-0.764,0.655
802000,8063.648,-0.669,0.752
803000,8074.86,-0.804,0.605
804000,8086.656,-0.788,0.626
805000,8096.575,-0.745,0.677
806000,8107.949,-0.692,0.73
807000,8118.739,-0.627,0.785
808000,8130.417,-0.639,0.776
809000,8140.427,-0.792,0.622
810000,8151.691,-0.641,0.775
811000,8162.825,-0.743,0.678
812000,8174.855,-0.678,0.744
813000,8184.821,-0.774,0.644
814000,8196.367,-0.687,0.735
815000,8207.517,-0.624,0.788
816000,8219.181,-0.758,0.662
817000,8230.029,-0.575,0.823
818000,8240.99,-0.671,0.749
819000,8252.669,-0.76,0.659
820000,8262.335,-0.672,0.748
821000,8274.283,-0.712,0.711
822000,8284.477,-0.693,0.729
823000,8295.756,-0.802,0.607
824000,8307.491,-0.644,0.772
825000,8317.438,-0.74,0.682
826000,8329.114,-0.672,0.749
827000,8339.545,-0.765,0.653
828000,8351.874,-0.693,0.729
829000,8362.254,-0.763,0.657
830000,8373.558,-0.82,0.584
831000,8383.513,-0.756,0.665
832000,8395.913,-0.749,0.673
833000,8406.069,-0.651,0.767
834000,8417.532,-0.74,0.682
835000,8427.891,-0.656,0.762
836000,8439.943,-0.733,0.689
837000,8450.468,-0.701,0.722
838000,8461.699,-0.685,0.736
839000,8472.016,-0.765,0.654
840000,8483.567,-0.611,0.798
841000,8494.725,-0.734,0.688
842000,8506.072,-0.654,0.763
843000,8516.437,-0.601,0.806
844000,8527.984,-0.78,0.636
845000,8539.166,-0.789,0.625
846000,8550.667,-0.695,0.727
847000,8560.657,-0.758,0.662
848000,8571.835,-0.557,0.835
849000,8583.315,-0.725,0.698
850000,8594.85,-0.625,0.787
851000,8605.212,-0.59,0.814
852000,8616.879,-0.851,0.537
853000,8628.053,-0.719,0.702
854000,8638.719,-0.607,0.8
855000,8649.935,-0.649,0.768
856000,8661.577,-0.712,0.71
857000,8672.726,-0.804,0.605
858000,8683.007,-0.731,0.692
859000,8692.943,-0.784,0.632
860000,8705.019,-0.663,0.756
861000,8714.539,-0.742,0.679
862000,8726.897,-0.805,0.605
863000,8736.84,-0.666,0.754
864000,8748.25,-0.636,0.778
865000,8759.763,-0.669,0.751
866000,8769.512,-0.684,0.737
867000,8782.289,-0.519,0.859
868000,8792.979,-0.747,0.673
869000,8803.574,-0.655,0.762
870000,8814.91,-0.624,0.788
871000,8826.54,-0.79,0.625
872000,8836.012,-0.799,0.612
873000,8847.568,-0.688,0.733
874000,8858.984,-0.745,0.676
875000,8870.393,-0.631,0.783
876000,8881.698,-0.766,0.652
877000,8891.574,-0.795,0.617
878000,8903.246,-0.68,0.741
879000,8914.777,-0.672,0.749
880000,8925.537,-0.809,0.598
881000,8936.645,-0.649,0.768
882000,8947.688,-0.71,0.712
883000,8958.537,-0.841,0.553
884000,8968.376,-0.78,0.636
885000,8979.679,-0.789,0.625
886000,8991.686,-0.843,0.551
887000,9002.565,-0.604,0.803
888000,9013.905,-0.785,0.629
889000,9025.364,-0.764,0.655
890000,9036.369,-0.776,0.64
891000,9045.995,-0.697,0.725
892000,9058.502,-0.715,0.707
893000,9069.449,-0.759,0.66
894000,9079.108,-0.834,0.564
895000,9090.259,-0.755,0.664
896000,9101.162,-0.811,0.596
897000,9112.85,-0.751,0.67
898000,9124.149,-0.736,0.685
899000,9135.659,-0.625,0.787
900000,9146.143,-0.626,0.787
901000,9158.004,-0.722,0.7
902000,9168.186,-0.709,0.714
903000,9179.993,-0.77,0.649
904000,9189.531,-0.77,0.647
905000,9201.131,-0.663,0.757
906000,9212.743,-0.646,0.771
907000,9224.3,-0.797,0.614
908000,9234.407,-0.792,0.621
909000,9245.928,-0.795,0.617
910000,9255.812,-0.881,0.489
911000,9267.286,-0.712,0.711
912000,9279.436,-0.753,0.667
913000,9289.775,-0.712,0.711
914000,9301.408,-0.76,0.659
915000,9311.007,-0.628,0.785
916000,9322.263,-0.764,0.654
917000,9333.356,-0.774,0.643
918000,9344.754,-0.734,0.688
919000,9355.724,-0.574,0.825
920000,9367.343,-0.707,0.715
921000,9376.904,-0.597,0.808
922000,9389.591,-0.693,0.728
923000,9398.909,-0.722,0.7
924000,9410.268,-0.782,0.634
925000,9421.936,-0.736,0.686
926000,9433.741,-0.615,0.795
927000,9443.55,-0.74,0.681
928000,9454.557,-0.679,0.741
929000,9467.097,-0.696,0.726
930000,9478.114,-0.607,0.8
931000,9488.156,-0.799,0.61
932000,9499.241,-0.695,0.727
933000,9510.662,-0.722,0.7
934000,9522.033,-0.611,0.797
935000,9533.166,-0.702,0.719
936000,9544.1,-0.763,0.655
937000,9553.951,-0.72,0.702
938000,9565.617,-0.74,0.681
939000,9576.98,-0.642,0.773
940000,9588.094,-0.757,0.662
941000,9598.622,-0.735,0.686
942000,9609.82,-0.691,0.731
943000,9620.508,-0.543,0.845
944000,9631.573,-0.691,0.73
945000,9642.424,-0.757,0.662
946000,9653.494,-0.614,0.796
947000,9664.534,-0.71,0.712
948000,9676.076,-0.745,0.677
949000,9687.378,-0.685,0.736
950000,9698.218,-0.707,0.714
951000,9709.387,-0.759,0.659
952000,9720.488,-0.635,0.78
953000,9731.343,-0.717,0.705
954000,9742.786,-0.657,0.76
955000,9754.315,-0.622,0.789
956000,9765.648,-0.7,0.722
957000,9775.324,-0.764,0.654
958000,9786.472,-0.78,0.636
959000,9797.559,-0.763,0.655
960000,9808.522,-0.825,0.576
961000,9819.322,-0.696,0.726
962000,9830.709,-0.638,0.777
963000,9841.502,-0.674,0.746
964000,9853.995,-0.797,0.613
965000,9865.021,-0.757,0.662
966000,9876.234,-0.591,0.813
967000,9885.729,-0.563,0.832
968000,9896.91,-0.624,0.788
969000,9908.109,-0.719,0.703
970000,9919.517,-0.683,0.738
971000,9930.22,-0.747,0.673
972000,9941.749,-0.694,0.727
973000,9950.591,-0.674,0.746
974000,9962.543,-0.677,0.743
975000,9971.24,-0.772,0.645
976000,9983.0,-0.781,0.634
977000,9992.683,-0.61,0.798
978000,10002.536,-0.778,0.639
979000,10013.747,-0.569,0.828
980000,10023.959,-0.624,0.788
981000,10033.487,-0.723,0.698
982000,10043.642,-0.717,0.704
983000,10053.802,-0.71,0.712
984000,10063.849,-0.691,0.73
985000,10073.913,-0.761,0.657
986000,10085.525,-0.655,0.762
987000,10095.482,-0.639,0.775
988000,10105.478,-0.759,0.66
989000,10115.53,-0.714,0.707
990000,10125.86,-0.624,0.788
991000,10135.969,-0.726,0.696
992000,10147.106,-0.778,0.637
993000,10157.168,-0.729,0.693
994000,10167.261,-0.701,0.721
995000,10177.227,-0.617,0.793
996000,10187.313,-0.663,0.755
997000,10197.653,-0.828,0.571
998000,10207.324,-0.633,0.78
999000,10219.528,-0.845,0.547
1000000,10229.862,-0.786,0.627
1001000,10240.202,-0.557,0.836
1002000,10252.345,-0.757,0.662
1003000,10263.423,-0.71,0.712
1004000,10274.074,-0.763,0.655
1005000,10284.832,-0.712,0.71
1006000,10295.542,-0.741,0.679
1007000,10308.007,-0.728,0.693
1008000,10318.28,-0.671,0.748
1009000,10329.122,-0.707,0.714
1010000,10340.153,-0.745,0.676
1011000,10351.003,-0.726,0.695
1012000,10363.09,-0.755,0.664
1013000,10373.529,-0.832,0.565
1014000,10384.847,-0.787,0.626
1015000,10396.09,-0.783,0.631
1016000,10406.476,-0.912,0.426
1017000,10417.572,-0.635,0.78
1018000,10428.107,-0.788,0.625
1019000,10439.135,-0.635,0.779
1020000,10451.02,-0.601,0.805
1021000,10460.658,-0.838,0.557
1022000,10472.805,-0.737,0.684
1023000,10484.092,-0.68,0.74
1024000,10494.664,-0.687,0.733
1025000,10505.488,-0.696,0.726
1026000,10516.505,-0.772,0.645
1027000,10527.363,-0.809,0.598
1028000,10537.952,-0.733,0.688
1029000,10548.294,-0.83,0.569
1030000,10560.628,-0.626,0.785
1031000,10571.458,-0.776,0.64
1032000,10582.753,-0.671,0.748
1033000,10593.734,-0.761,0.657
1034000,10604.871,-0.691,0.73
1035000,10615.722,-0.668,0.751
1036000,10627.429,-0.732,0.689
1037000,10638.255,-0.714,0.707
1038000,10649.195,-0.726,0.695
1039000,10659.855,-0.66,0.758
1040000,10670.542,-0.717,0.705
1041000,10680.981,-0.719,0.703
1042000,10692.045,-0.824,0.577
1043000,10702.982,-0.791,0.622
1044000,10714.662,-0.755,0.664
1045000,10725.292,-0.794,0.618
1046000,10737.038,-0.762,0.655
1047000,10747.497,-0.658,0.76
1048000,10758.081,-0.578,0.821
1049000,10769.144,-0.772,0.645
1050000,10781.317,-0.769,0.648
1051000,10791.698,-0.522,0.857
1052000,10802.656,-0.778,0.637
1053000,10813.507,-0.827,0.573
1054000,10824.591,-0.691,0.731
1055000,10835.02,-0.802,0.606
1056000,10847.459,-0.792,0.62
1057000,10858.234,-0.731,0.691
1058000,10869.087,-0.671,0.748
1059000,10879.567,-0.684,0.736
1060000,10889.957,-0.692,0.729
1061000,10901.655,-0.708,0.713
1062000,10913.691,-0.757,0.662
1063000,10924.472,-0.719,0.703
1064000,10935.71,-0.749,0.672
1065000,10946.053,-0.721,0.701
1066000,10956.899,-0.679,0.741
1067000,10967.811,-0.843,0.549
1068000,10978.471,-0.698,0.723
1069000,10990.783,-0.765,0.653
1070000,11001.397,-0.703,0.719
1071000,11012.127,-0.696,0.726
1072000,11022.242,-0.732,0.689
1073000,11034.581,-0.786,0.627
1074000,11045.451,-0.633,0.78
1075000,11055.681,-0.79,0.622
1076000,11067.841,-0.847,0.543
1077000,11078.751,-0.623,0.789
1078000,11089.312,-0.636,0.778
1079000,11100.379,-0.717,0.705
1080000,11110.892,-0.785,0.629
1081000,11123.206,-0.735,0.686
1082000,11133.549,-0.816,0.587
1083000,11144.162,-0.663,0.755
1084000,11156.147,-0.769,0.648
1085000,11166.586,-0.739,0.681
1086000,11177.893,-0.714,0.708
1087000,11188.952,-0.789,0.624
1088000,11199.91,-0.738,0.683
1089000,11210.941,-0.597,0.808
1090000,11221.421,-0.735,0.686
1091000,11232.255,-0.714,0.708
1092000,11242.875,-0.802,0.606
1093000,11255.274,-0.813,0.591
1094000,11265.878,-0.779,0.635
1095000,11276.455,-0.767,0.65
1096000,11287.3,-0.714,0.708
1097000,11298.883,-0.732,0.689
1098000,11309.514,-0.721,0.701
1099000,11320.773,-0.809,0.598
1100000,11331.502,-0.712,0.71
1101000,11342.047,-0.698,0.723
1102000,11354.107,-0.647,0.768
1103000,11364.967,-0.674,0.746
1104000,11375.471,-0.799,0.611
1105000,11386.202,-0.731,0.691
1106000,11396.676,-0.594,0.81
1107000,11408.797,-0.723,0.698
1108000,11419.455,-0.861,0.521
1109000,11430.608,-0.638,0.777
1110000,11441.01,-0.63,0.783
1111000,11451.864,-0.705,0.716
1112000,11462.857,-0.755,0.664
1113000,11474.905,-0.712,0.709
1114000,11485.584,-0.761,0.657
1115000,11496.081,-0.821,0.581
1116000,11506.93,-0.701,0.721
1117000,11519.47,-0.701,0.721
1118000,11529.734,-0.772,0.644
1119000,11540.39,-0.778,0.638
1120000,11551.198,-0.685,0.736
1121000,11563.211,-0.712,0.709
1122000,11574.055,-0.828,0.571
1123000,11585.049,-0.741,0.68
1124000,11595.511,-0.705,0.716
1125000,11607.662,-0.692,0.729
1126000,11618.585,-0.647,0.769
1127000,11629.267,-0.747,0.673
1128000,11639.338,-0.549,0.84
1129000,11651.71,-0.698,0.723
1130000,11661.974,-0.726,0.696
1131000,11672.424,-0.708,0.714
1132000,11683.368,-0.715,0.708
1133000,11695.331,-0.689,0.731
1134000,11706.664,-0.732,0.69
1135000,11717.493,-0.712,0.71
1136000,11728.371,-0.679,0.741
1137000,11739.162,-0.663,0.755
1138000,11749.9,-0.71,0.712
1139000,11760.488,-0.619,0.791
1140000,11772.854,-0.655,0.762
1141000,11783.056,-0.772,0.644
1142000,11793.487,-0.723,0.698
1143000,11805.431,-0.71,0.712
1144000,11815.51,-0.751,0.668
1145000,11827.633,-0.753,0.667
1146000,11837.945,-0.712,0.709
1147000,11848.337,-0.786,0.627
1148000,11859.394,-0.638,0.777
1149000,11871.249,-0.666,0.753
1150000,11882.198,-0.736,0.686
1151000,11892.894,-0.708,0.714
1152000,11904.793,-0.684,0.736
1153000,11915.058,-0.712,0.709
1154000,11925.773,-0.703,0.719
1155000,11936.626,-0.743,0.678
1156000,11948.571,-0.679,0.741
1157000,11958.703,-0.774,0.641
1158000,11970.934,-0.642,0.773
1159000,11980.987,-0.701,0.72
1160000,11991.778,-0.685,0.736
1161000,12004.036,-0.658,0.76
1162000,12014.752,-0.861,0.521
1163000,12025.343,-0.761,0.657
1164000,12035.76,-0.786,0.627
1165000,12046.627,-0.703,0.718
1166000,12058.983,-0.693,0.729
1167000,12069.646,-0.816,0.587
1168000,12081.076,-0.651,0.765
1169000,12091.31,-0.694,0.727
1170000,12103.178,-0.704,0.718
1171000,12113.362,-0.802,0.607
1172000,12124.95,-0.843,0.548
1173000,12134.802,-0.734,0.687
1174000,12146.504,-0.721,0.7
1175000,12157.986,-0.708,0.713
1176000,12168.699,-0.717,0.705
1177000,12179.272,-0.701,0.721
1178000,12190.539,-0.814,0.591
1179000,12201.711,-0.552,0.838
1180000,12211.678,-0.721,0.7
1181000,12223.984,-0.767,0.65
1182000,12234.295,-0.793,0.618
1183000,12246.034,-0.688,0.732
1184000,12256.728,-0.731,0.691
1185000,12268.088,-0.758,0.66
1186000,12278.258,-0.671,0.748
1187000,12290.16,-0.69,0.731
1188000,12300.491,-0.607,0.801
1189000,12312.294,-0.819,0.584
1190000,12322.27,-0.766,0.651
1191000,12334.483,-0.71,0.711
1192000,12344.359,-0.64,0.774
1193000,12356.45,-0.721,0.7
1194000,12366.395,-0.658,0.759
1195000,12377.771,-0.639,0.775
1196000,12389.63,-0.567,0.829
1197000,12400.445,-0.668,0.75
1198000,12410.672,-0.723,0.698
1199000,12421.256,-0.741,0.68
1200000,12432.662,-0.663,0.755
1201000,12443.272,-0.703,0.718
1202000,12455.514,-0.692,0.729
1203000,12465.933,-0.774,0.641
1204000,12476.389,-0.815,0.589
1205000,12488.456,-0.751,0.669
1206000,12498.993,-0.719,0.703
1207000,12510.765,-0.717,0.705
1208000,12520.959,-0.661,0.757
1209000,12532.701,-0.714,0.707
1210000,12542.749,-0.691,0.73
1211000,12554.548,-0.706,0.715
1212000,12565.032,-0.639,0.775
1213000,12576.955,-0.674,0.746
1214000,12587.712,-0.666,0.753
1215000,12597.906,-0.701,0.72
1216000,12609.959,-0.708,0.714
1217000,12620.398,-0.666,0.753
1218000,12630.591,-0.832,0.565
1219000,12642.349,-0.691,0.73
1220000,12652.675,-0.676,0.743
1221000,12664.669,-0.712,0.709
1222000,12675.112,-0.761,0.657
1223000,12686.682,-0.661,0.757
1224000,12697.118,-0.772,0.643
1225000,12709.396,-0.636,0.778
1226000,12719.552,-0.647,0.768
1227000,12731.091,-0.698,0.723
1228000,12742.038,-0.761,0.657
1229000,12752.252,-0.653,0.763
1230000,12764.163,-0.771,0.646
1231000,12774.464,-0.714,0.707
1232000,12786.278,-0.65,0.766
1233000,12796.189,-0.71,0.711
1234000,12807.909,-0.668,0.75
1235000,12818.389,-0.681,0.739
1236000,12830.396,-0.765,0.652
1237000,12841.346,-0.644,0.772
1238000,12851.931,-0.645,0.771
1239000,12862.023,-0.686,0.734
1240000,12873.59,-0.681,0.739
1241000,12884.992,-0.721,0.7
1242000,12895.949,-0.601,0.805
1243000,12906.466,-0.71,0.712
1244000,12916.845,-0.753,0.667
1245000,12928.24,-0.644,0.771
1246000,12939.925,-0.668,0.751
1247000,12950.547,-0.799,0.611
1248000,12961.633,-0.768,0.65
1249000,12972.504,-0.559,0.835
1250000,12984.36,-0.732,0.689
1251000,12994.84,-0.671,0.748
1252000,13005.575,-0.781,0.634
1253000,13016.276,-0.776,0.64
1254000,13027.221,-0.78,0.636
1255000,13039.531,-0.749,0.671
1256000,13050.084,-0.658,0.76
1257000,13060.623,-0.847,0.543
1258000,13071.632,-0.601,0.805
1259000,13083.348,-0.607,0.8
1260000,13094.279,-0.745,0.675
1261000,13104.903,-0.701,0.721
1262000,13115.421,-0.687,0.734
1263000,13127.508,-0.853,0.533
1264000,13138.993,-0.738,0.683
1265000,13148.515,-0.68,0.741
1266000,13160.407,-0.753,0.666
1267000,13171.679,-0.789,0.625
1268000,13181.767,-0.751,0.668
1269000,13193.239,-0.658,0.76
1270000,13203.49,-0.637,0.776
1271000,13215.807,-0.682,0.738
1272000,13226.623,-0.693,0.728
1273000,13237.652,-0.806,0.603
1274000,13248.408,-0.731,0.691
1275000,13258.789,-0.693,0.727
1276000,13270.594,-0.757,0.662
1277000,13282.307,-0.811,0.594
1278000,13292.801,-0.692,0.729
1279000,13303.902,-0.742,0.678
1280000,13314.521,-0.717,0.705
1281000,13325.049,-0.681,0.739
1282000,13336.966,-0.694,0.727
1283000,13347.695,-0.719,0.702
1284000,13358.633,-0.703,0.718
1285000,13369.037,-0.763,0.655
1286000,13380.616,-0.592,0.811
1287000,13391.019,-0.724,0.698
1288000,13401.899,-0.626,0.786
1289000,13413.15,-0.816,0.588
1290000,13423.983,-0.751,0.669
1291000,13435.772,-0.712,0.709
1292000,13446.479,-0.812,0.594
1293000,13457.979,-0.592,0.811
1294000,13468.218,-0.689,0.732
1295000,13480.363,-0.71,0.712
1296000,13491.193,-0.71,0.712
1297000,13501.665,-0.728,0.694
1298000,13512.144,-0.755,0.664
1299000,13523.798,-0.704,0.717
1300000,13535.541,-0.732,0.689
1301000,13544.964,-0.755,0.664
1302000,13556.215,-0.685,0.736
1303000,13568.459,-0.726,0.696
1304000,13578.708,-0.76,0.658
1305000,13590.521,-0.704,0.718
1306000,13600.987,-0.785,0.629
1307000,13612.961,-0.637,0.776
1308000,13623.022,-0.721,0.7
1309000,13634.627,-0.73,0.691
1310000,13645.034,-0.699,0.722
1311000,13657.102,-0.666,0.753
1312000,13668.02,-0.852,0.536
1313000,13678.078,-0.725,0.696
1314000,13690.197,-0.663,0.756
1315000,13700.723,-0.737,0.684
1316000,13711.059,-0.785,0.629
1317000,13723.071,-0.714,0.707
1318000,13733.637,-0.689,0.731
1319000,13743.96,-0.774,0.642
1320000,13755.419,-0.743,0.677
1321000,13766.123,-0.799,0.611
1322000,13778.267,-0.692,0.729
1323000,13789.083,-0.761,0.658
1324000,13799.097,-0.723,0.699
1325000,13810.791,-0.808,0.598
1326000,13821.493,-0.671,0.748
1327000,13833.649,-0.772,0.643
1328000,13843.634,-0.73,0.691
1329000,13854.176,-0.687,0.734
1330000,13865.814,-0.678,0.741
1331000,13876.403,-0.692,0.729
1332000,13888.788,-0.814,0.591
1333000,13899.684,-0.743,0.678
1334000,13910.11,-0.694,0.727
1335000,13921.529,-0.606,0.801
1336000,13931.767,-0.622,0.789
1337000,13943.475,-0.671,0.748
1338000,13953.805,-0.71,0.712
1339000,13965.321,-0.646,0.769
1340000,13975.432,-0.653,0.764
1341000,13987.54,-0.591,0.812
1342000,13997.639,-0.633,0.779
1343000,14008.617,-0.787,0.627
1344000,14019.453,-0.682,0.738
1345000,14030.621,-0.718,0.703
1346000,14041.794,-0.677,0.744
1347000,14053.143,-0.725,0.696
1348000,14064.042,-0.712,0.709
1349000,14075.705,-0.73,0.692
1350000,14086.999,-0.854,0.533
1351000,14097.33,-0.714,0.707
1352000,14109.36,-0.772,0.643
1353000,14119.387,-0.762,0.655
1354000,14131.034,-0.745,0.675
1355000,14142.138,-0.791,0.622
